Title,Location,Price,Area,Room
Apartment Willemstraat,5611 HC Eindhoven (Bergen),"€1,325 per month",75 m²,75 m²
Apartment Winklerlaan,3571 KE Utrecht (Tuindorp-Oost),"€2,350 per month",146 m²,146 m²
Apartment Benedenbaantje,4615 HL Bergen op Zoom (Zeekant),€930 per month,75 m²,75 m²
Apartment Elisabeth Brugsmaweg,2555 SC Den Haag (Bohemen en Meer en Bos),€950 per month,45 m²,45 m²
Apartment Pieter van Musschenbroekstraat 33,2014 HV Haarlem (Natuurkundigenbuurt-oost),"€1,275 per month",46 m²,46 m²
Apartment Bestevâerstraat 137 2,1056 HL Amsterdam (Landlust),"€1,500 per month",56 m²,56 m²
Apartment Engelandlaan,2711 DX Zoetermeer (Stadscentrum),€810 per month,50 m²,50 m²
Apartment Geldropseweg,5611 SH Eindhoven (Binnenstad),€825 per month,49 m²,49 m²
Apartment Monseigneur Driessenstraat 81,6043 CV Roermond (Roermondse Veld),€850 per month,107 m²,107 m²
Apartment Valkenburgerstraat,1011 NA Amsterdam (Nieuwmarkt/Lastage),"€2,415 per month",90 m²,90 m²
Apartment 1e Wilakkersstraat 58,5614 BJ Eindhoven (Tuindorp),"€1,325 per month",94 m²,94 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Oudezijds Voorburgwal,1012 EH Amsterdam (Burgwallen-Oude Zijde),"€1,895 per month",85 m²,85 m²
Apartment E. Thomassen à Thuessinklaan,9713 JR Groningen (Gorechtbuurt),"€1,025 per month",65 m²,65 m²
Apartment Duinroos,2202 DA Noordwijk (Villawijk-Zuid),"€1,350 per month",76 m²,76 m²
House De Witte Raaflaan,2204 BK Noordwijk (Verspreide huizen Langeveld),"€1,195 per month",100 m²,100 m²
House De Witte Raaflaan,2204 BK Noordwijk (Verspreide huizen Langeveld),"€1,495 per month",125 m²,125 m²
Apartment Sint Annaplaats,5211 NT Den Bosch (Binnenstad-Centrum),"€1,650 per month",90 m²,90 m²
House Marten Toonderstraat 33,6921 TM Duiven (De Ploen),€935 per month,100 m²,100 m²
Apartment Lodewijk Tripstraat 11 2-a,1052 ER Amsterdam (Frederik Hendrikbuurt),"€1,220 per month",30 m²,30 m²
Apartment Maastrichtsestraat,2587 XE Den Haag (Belgisch Park),"€1,300 per month",58 m²,58 m²
Apartment Gerard Reijnststraat,2593 EA Den Haag (Bezuidenhout-Oost),"€2,750 per month",174 m²,174 m²
Room Waldhoorn,2907 SJ Capelle aan den IJssel (Instrumentenbuurt),€550 per month,10 m²,10 m²
Apartment Solitudolaan 258,1096 DS Amsterdam (Omval/Overamstel),"€1,800 per month",65 m²,65 m²
Apartment Boschdijk 361,5621 JB Eindhoven (Woensel-West),"€1,995 per month",135 m²,135 m²
Apartment Weesperzijde 105 2,1091 EM Amsterdam (Weesperzijde),"€2,200 per month",80 m²,80 m²
Apartment Zeelandiahoeve 265,1187 MB Amstelveen (Landschappenbuurt),"€1,750 per month",76 m²,76 m²
House Korssendijk,2811 HJ Reeuwijk (Platteweg),"€1,000 per month",40 m²,40 m²
Apartment Herengracht,1015 BS Amsterdam (Grachtengordel-West),"€2,375 per month",85 m²,85 m²
Apartment Boschdijk 359,5621 JB Eindhoven (Woensel-West),"€1,245 per month",65 m²,65 m²
Apartment Zeestraat 213,2518 DJ Den Haag (Willemspark),"€2,350 per month",113 m²,113 m²
Apartment Zeestraat 165,2518 DH Den Haag (Willemspark),"€2,550 per month",107 m²,107 m²
Apartment 2e Schuytstraat 110,2517 XJ Den Haag (Sweelinckplein en omgeving),"€2,250 per month",135 m²,135 m²
Apartment De Bossche Pad,5215 XC Den Bosch (De Bossche Pad),"€1,150 per month",56 m²,56 m²
Apartment Sportlaan,2566 NN Den Haag (Bloemenbuurt-Oost),"€1,245 per month",75 m²,75 m²
House Wenckenbachstraat 2,5621 HB Eindhoven (Woensel-West),"€1,545 per month",75 m²,75 m²
Apartment Grote Beerstraat,9742 RG Groningen (Paddepoel-Zuid),"€1,225 per month",112 m²,112 m²
Apartment Hofstraat,9712 JB Groningen (Binnenstad-Noord),€870 per month,26 m²,26 m²
Apartment Nieuwe Ebbingestraat,9712 NM Groningen (Hortusbuurt-Ebbingekwartier),€850 per month,30 m²,30 m²
Apartment Geldropseweg,5611 SH Eindhoven (Binnenstad),€825 per month,49 m²,49 m²
Apartment Amstelveld 17 BEL,1017 JD Amsterdam (Grachtengordel-Zuid),"€1,950 per month",56 m²,56 m²
Apartment Passeerdersgracht,1016 XH Amsterdam (Jordaan),"€1,650 per month",50 m²,50 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Belcamposingel,9721 MH Groningen (De Wijert-Zuid),"€1,970 per month",154 m²,154 m²
Apartment Robijnstraat,7314 JA Apeldoorn (Sprengenbos),€455 per month,22 m²,22 m²
Apartment Robijnstraat,7314 JA Apeldoorn (Sprengenbos),€475 per month,23 m²,23 m²
Apartment Schinkelwaard,1824 DS Alkmaar (Huiswaard-2-Oost),€666 per month,38 m²,38 m²
Apartment Robijnstraat,7314 JA Apeldoorn (Sprengenbos),€475 per month,23 m²,23 m²
Apartment Verlengde Kazernestraat,7417 ZA Deventer (Hoornwerk),€610 per month,23 m²,23 m²
Apartment Schinkelwaard,1824 DS Alkmaar (Huiswaard-2-Oost),€542 per month,28 m²,28 m²
Apartment Verlengde Kazernestraat,7417 ZA Deventer (Hoornwerk),€610 per month,23 m²,23 m²
Apartment Leyweg 336,2545 ED Den Haag (Leyenburg),"€1,050 per month",63 m²,63 m²
Apartment Doklaan,3082 RD Rotterdam (Oud Charlois),"€1,395 per month",85 m²,85 m²
Apartment Langestraat,1211 GZ Hilversum (Centrum),"€1,095 per month",70 m²,70 m²
Room Aegidiusstraat 66 B,3061 XN Rotterdam (Kralingen West),€650 per month,25 m²,25 m²
Apartment Populierenweg 87 B,1092 EV Amsterdam (Oosterparkbuurt),"€2,100 per month",81 m²,81 m²
Apartment Lange Herenvest,2011 BV Haarlem (Burgwal),"€1,200 per month",41 m²,41 m²
Apartment Zeestraat 239,2518 DJ Den Haag (Willemspark),"€1,700 per month",64 m²,64 m²
Apartment Biesboschstraat,1078 MS Amsterdam (Scheldebuurt),"€1,500 per month",75 m²,75 m²
Apartment Vughterstraat,5211 GJ Den Bosch (Binnenstad-Centrum),"€1,095 per month",68 m²,68 m²
Apartment Ceramstraat,9715 JP Groningen (Indische buurt),"€1,350 per month",45 m²,45 m²
Apartment Terbregselaan,3055 RG Rotterdam (Molenlaankwartier),"€1,750 per month",100 m²,100 m²
Apartment Dr. Lelykade 216,2583 CP Den Haag (Vissershaven),"€1,995 per month",125 m²,125 m²
House Haagbeemd,"5641 NB Eindhoven (Muschberg, Geestenberg)","€1,350 per month",120 m²,120 m²
Apartment Müllerkade,3024 EP Rotterdam (Schiemond),"€2,650 per month",148 m²,148 m²
Apartment Cornelis Drebbelstraat 26 H,1097 AL Amsterdam (Frankendael),"€2,000 per month",95 m²,95 m²
Apartment Raadhuisplein,4251 VZ Werkendam (Vervoornepolder zuid),€975 per month,66 m²,66 m²
Apartment Van Linschotenlaan,1212 GC Hilversum (Van Riebeeckkwartier),"€1,200 per month",73 m²,73 m²
Apartment Hoge Larenseweg,1221 AK Hilversum (Geuzenbuurt),€995 per month,56 m²,56 m²
Apartment Aristotelesstraat,3076 BC Rotterdam (Lombardijen),"€1,349 per month",68 m²,68 m²
Apartment Kritostraat,3076 BH Rotterdam (Lombardijen),€945 per month,67 m²,67 m²
House Herenweg,1861 PD Bergen (NH) (Buitengebied Bergen),"€2,750 per month",150 m²,150 m²
Apartment Groene Hilledijk,3074 AC Rotterdam (Hillesluis),€900 per month,46 m²,46 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Studio Berkenbosch Blokstraat 3,2586 HD Den Haag (Scheveningen Badplaats),"€1,450 per month",30 m²,30 m²
Apartment 1e Jerichostraat,3061 GJ Rotterdam (Kralingen West),"€1,500 per month",77 m²,77 m²
Apartment Dalsteindreef,"1102 XA Amsterdam (Bijlmer Centrum (D,F,H))","€1,036 per month",44 m²,44 m²
Apartment Utrechtseweg 224,3818 EG Amersfoort (Oranjelaan),"€1,375 per month",36 m²,36 m²
Apartment Kierkegaardstraat 28,3076 RJ Rotterdam (Lombardijen),"€1,300 per month",90 m²,90 m²
Apartment Hodenpijlkade 50 B,1058 LZ Amsterdam (Westlandgracht),"€1,995 per month",80 m²,80 m²
Apartment Wagenweg,2012 NJ Haarlem (Koninginnebuurt),"€1,395 per month",70 m²,70 m²
Apartment Raadhuisplein,4251 VZ Werkendam (Vervoornepolder zuid),€895 per month,53 m²,53 m²
Apartment Raadhuisplein,4251 VZ Werkendam (Vervoornepolder zuid),"€1,490 per month",119 m²,119 m²
House Egmonderstraat,2201 RK Noordwijk (Dorpskern),"€1,295 per month",70 m²,70 m²
Apartment Heliotrooplaan,2555 ME Den Haag (Bohemen en Meer en Bos),"€1,450 per month",75 m²,75 m²
Apartment Picushof,5613 SG Eindhoven (Lakerlopen),"€1,599 per month",160 m²,160 m²
Apartment Korte Kamperstraat,8011 MN Zwolle (Binnenstad-Zuid),€705 per month,26 m²,26 m²
Apartment Veilingstraat,3521 BE Utrecht (Dichterswijk),"€1,680 per month",77 m²,77 m²
House Turfschip,1186 XD Amstelveen (Punterbuurt),"€2,700 per month",180 m²,180 m²
Apartment Venuslaan,5632 HD Eindhoven (Eckart),"€1,425 per month",115 m²,115 m²
Apartment Vierwoudstedenmeer,3446 JP Woerden (Waterrijk),"€1,560 per month",98 m²,98 m²
Apartment Paul Krugerstraat 388,4381 WT Vlissingen (Scheldekwartier),"€1,250 per month",60 m²,60 m²
Apartment Belgiëplein,1066 SC Amsterdam (Sloter-/Riekerpolder),"€1,600 per month",88 m²,88 m²
House Lange Vonder 104,1035 JZ Amsterdam (Oostzanerwerf),"€1,950 per month",95 m²,95 m²
Apartment Pastoor de Kroonstraat,5211 SR Den Bosch (Binnenstad-Centrum),"€1,100 per month",68 m²,68 m²
House 1e Vroonstraat,1781 LT Den Helder (Oostsloot),"€1,000 per month",87 m²,87 m²
Apartment Sint Janslaan,1402 LN Bussum (Batterijlaan),€795 per month,35 m²,35 m²
Apartment Betuwestraat,6811 MA Arnhem (Utrechtsestraat),"€1,350 per month",58 m²,58 m²
Apartment Nieuwe Parklaan,2587 BT Den Haag (Rijslag),"€1,295 per month",50 m²,50 m²
Apartment Zwaluwstraat,3082 MK Rotterdam (Oud Charlois),"€1,195 per month",50 m²,50 m²
Apartment De la Reijstraat 3 2,6814 AD Arnhem (Transvaalbuurt),€850 per month,50 m²,50 m²
Room Molenstraat,5014 NC Tilburg (Besterd),€350 per month,13 m²,13 m²
Apartment Waalstraat,1079 DS Amsterdam (Scheldebuurt),"€1,650 per month",70 m²,70 m²
Apartment de Kempenaerstraat,2341 GG Oegstgeest (Oranje Nassau),"€1,595 per month",120 m²,120 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
Room Van Galenstraat,8023 VP Zwolle (Wipstrik-Zuid),€385 per month,13 m²,13 m²
Room Thomas a Kempisstraat,8021 BL Zwolle (Dieze-Centrum),€395 per month,12 m²,12 m²
Apartment Sint-Josephstraat,4611 ML Bergen op Zoom (Centrum),"€1,035 per month",137 m²,137 m²
Apartment Sportstraat,1076 TV Amsterdam (Stadionbuurt),"€1,750 per month",43 m²,43 m²
Apartment Walenburgerweg,3033 AG Rotterdam (Provenierswijk),"€1,100 per month",58 m²,58 m²
Apartment Westelijk Halfrond,1183 HV Amstelveen (Zeestratenbuurt),"€1,675 per month",95 m²,95 m²
Apartment Gevers Deynootweg 1064,2586 BX Den Haag (Belgisch Park),"€1,595 per month",80 m²,80 m²
Apartment Kleinstraat 6 B,6325 CW Berg en Terblijt (Berg),€695 per month,60 m²,60 m²
Apartment Nieuwe Gracht,2011 NH Haarlem (Stationsbuurt),"€1,995 per month",125 m²,125 m²
Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"€1,425 per month",64 m²,64 m²
Apartment Braadkamp 15 H,3755 CJ Eemnes (Zuidbuurt),"€1,350 per month",70 m²,70 m²
Apartment Laarderweg 15 G,3755 CJ Eemnes (Zuidbuurt),"€1,350 per month",72 m²,72 m²
Apartment Neptunussingel,1363 VV Almere (Homeruskwartier),"€1,295 per month",78 m²,78 m²
Room Korte Kamperstraat,8011 MN Zwolle (Binnenstad-Zuid),€500 per month,21 m²,21 m²
Studio Hoogstraat,8011 BB Zwolle (Kamperpoort),€736 per month,28 m²,28 m²
Apartment Polderstraat,3074 XG Rotterdam (Hillesluis),"€1,395 per month",91 m²,91 m²
Apartment Calliopestraat 44,2511 GH Den Haag (Uilebomen),"€1,750 per month",89 m²,89 m²
House Surinameweg 11 B44,2035 VA Haarlem (Romolenpolder-oost),€970 per month,67 m²,67 m²
Apartment Zeestraat 300,1949 AG Wijk aan Zee (Wijk aan Zee),Price on request,40 m²,40 m²
Room Staringstraat,5343 GS Oss (Vondellaan-Zuid),€405 per month,10 m²,10 m²
House Ellenstraat,4503 AE Groede (Groede),"€1,350 per month",128 m²,128 m²
Apartment Govert Flinckstraat,1072 EH Amsterdam (Oude Pijp),"€2,100 per month",55 m²,55 m²
Apartment Boomgaardweg,1326 CT Almere (Parkwijk),"€1,145 per month",84 m²,84 m²
Apartment de Koppele 105,5632 LG Eindhoven (Vaartbroek),"€1,050 per month",48 m²,48 m²
House Garnichweg 5,5625 NE Eindhoven ('t Hool),"€1,450 per month",132 m²,132 m²
House Zandstraat,3905 ED Veenendaal ('t Hoorntje),"€1,475 per month",170 m²,170 m²
Apartment Steijnlaan 86 A,4818 EW Breda (Sportpark),"€1,350 per month",78 m²,78 m²
Apartment Patiëntiestraat,2011 DL Haarlem (Heiliglanden),"€1,900 per month",78 m²,78 m²
House Achter St.-Pieter,"3512 HR Utrecht (Domplein, Neude, Janskerkhof)","€2,600 per month",119 m²,119 m²
House Zonstraat 130,3581 MX Utrecht (Oudwijk),"€1,850 per month",110 m²,110 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Amsterdamsestraatweg,3513 AH Utrecht (Pijlsweerd-Zuid),"€1,750 per month",115 m²,115 m²
Apartment Nederlandstraat,1363 DB Almere (Europakwartier),"€1,325 per month",65 m²,65 m²
Apartment Generaal Winkelmanstraat,5025 XE Tilburg (Staatsliedenbuurt Oost),€605 per month,20 m²,20 m²
House St Odastraat,5614 AM Eindhoven (Tuindorp),"€1,850 per month",160 m²,160 m²
Apartment Molenstraat,2513 BH Den Haag (Kortenbos),"€1,700 per month",67 m²,67 m²
Apartment Egelantiersgracht,1015 RR Amsterdam (Jordaan),"€2,250 per month",73 m²,73 m²
Apartment Mgr. Aengenentlaan,2361 GB Warmond (Kloosterland-Endepoel),€800 per month,31 m²,31 m²
Apartment Plesmanstraat 313,3769 HJ Soesterberg (Soesterberg Kom),€950 per month,52 m²,52 m²
House Schoolstraat,6017 CZ Thorn (Thorn),"€1,200 per month",215 m²,215 m²
Apartment Keizersgracht,1015 CK Amsterdam (Grachtengordel-West),"€3,750 per month",140 m²,140 m²
Apartment Backershagen 95,1082 GS Amsterdam (Buitenveldert-West),"€2,450 per month",120 m²,120 m²
House Rietgorspad 22,1454 AW Watergang (Watergang),"€3,250 per month",183 m²,183 m²
Room Populierweg,6222 CS Maastricht (Limmel),€432 per month,18 m²,18 m²
House Kloosterstraat 10 b,5865 AA Tienray (Tienray),€950 per month,112 m²,112 m²
Apartment Mary van der Sluisstraat 522,1095 ME Amsterdam (Zeeburgereiland/Nieuwe Diep),"€2,950 per month",100 m²,100 m²
Apartment Van Nijenrodeweg,1082 JJ Amsterdam (Buitenveldert-West),"€1,544 per month",35 m²,35 m²
Apartment Wattstraat 4 A,4816 CD Breda (Doornbos-Linie),"€1,125 per month",53 m²,53 m²
Apartment Nieuwenhoornstraat,3082 VK Rotterdam (Oud Charlois),"€1,300 per month",54 m²,54 m²
Room Mathenesserdijk,3027 AK Rotterdam (Spangen),€575 per month,15 m²,15 m²
Apartment Baljuwslaan,2011 MG Haarlem (Stationsbuurt),"€2,000 per month",90 m²,90 m²
Apartment Albert Cuypstraat,1073 BG Amsterdam (Oude Pijp),"€1,390 per month",28 m²,28 m²
House Duinweg,2204 AW Noordwijk (Verspreide huizen Langeveld),"€1,350 per month",80 m²,80 m²
House Duinweg,2204 AW Noordwijk (Verspreide huizen Langeveld),"€1,295 per month",80 m²,80 m²
House Plein Soleil,2204 BN Noordwijk (Verspreide huizen Langeveld),€995 per month,60 m²,60 m²
Apartment Burggravenlaan,2313 JA Leiden (Professorenwijk-Oost),"€1,450 per month",60 m²,60 m²
Apartment Populierenlaan,1185 SL Amstelveen (Populierenbuurt),"€1,200 per month",50 m²,50 m²
Apartment Geldersekade 17 I,1011 EH Amsterdam (Nieuwmarkt/Lastage),"€1,700 per month",75 m²,75 m²
Apartment Carnapstraat,1062 KT Amsterdam (Westlandgracht),"€1,615 per month",92 m²,92 m²
Apartment WG-plein,1054 RC Amsterdam (Helmersbuurt),"€2,950 per month",125 m²,125 m²
Apartment Surinameplein 44 I,1058 GS Amsterdam (Westindische Buurt),"€1,600 per month",70 m²,70 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Pieter Cornelisz. Hooftstraat,1071 CH Amsterdam (Museumkwartier),"€8,000 per month",143 m²,143 m²
Apartment Pieter Cornelisz. Hooftstraat,1071 CH Amsterdam (Museumkwartier),"€8,500 per month",190 m²,190 m²
Apartment Beatrixlaan,2159 LJ Kaag (Kaag),"€1,155 per month",55 m²,55 m²
Apartment Oudwijkerdwarsstraat,3581 LG Utrecht (Oudwijk),"€1,350 per month",60 m²,60 m²
Apartment Parallel Boulevard 17,2202 HK Noordwijk (Dorpskern),"€1,350 per month",60 m²,60 m²
Studio Klein Heiligland,2011 EB Haarlem (Heiliglanden),"€1,100 per month",40 m²,40 m²
Studio Marktstraat,5211 SL Den Bosch (Binnenstad-Centrum),€875 per month,45 m²,45 m²
Room Jacob Catsstraat,5216 JT Den Bosch (Bazeldonk),€395 per month,11 m²,11 m²
Apartment Burgemeester Stulemeijerlaan,3118 BC Schiedam (Wibautbuurt),€850 per month,45 m²,45 m²
Apartment Bredenoord,3079 JA Rotterdam (Groot IJsselmonde),€750 per month,70 m²,70 m²
Apartment Middelrode,3085 CN Rotterdam (Zuidwijk),€945 per month,62 m²,62 m²
Apartment Lindengracht,1015 KN Amsterdam (Jordaan),"€2,500 per month",110 m²,110 m²
Room Bleekstraat,5261 XP Vught (Centrum),€450 per month,11 m²,11 m²
Room Graafseweg,5213 AP Den Bosch (Graafsebuurt-Noord),€530 per month,34 m²,34 m²
Apartment Soestdijksekade,2574 AE Den Haag (Leyenburg),"€1,350 per month",133 m²,133 m²
Apartment Calandstraat,3016 CB Rotterdam (Nieuwe Werk),"€2,100 per month",83 m²,83 m²
Studio Schilperoortstraat,3082 SX Rotterdam (Oud Charlois),€725 per month,20 m²,20 m²
Apartment Borneostraat,1094 CK Amsterdam (Indische Buurt West),"€1,550 per month",51 m²,51 m²
Apartment Frederik Hendriklaan,2582 CC Den Haag (Statenkwartier),"€1,509 per month",75 m²,75 m²
House Leuvensbroek,6546 XL Nijmegen ('t Broek),"€1,400 per month",125 m²,125 m²
House Molenweg,6543 VA Nijmegen (Heseveld),"€1,050 per month",60 m²,60 m²
Apartment Westzeedijk,3024 EK Rotterdam (Delfshaven),"€1,250 per month",83 m²,83 m²
Apartment Kerkstraat,1017 GE Amsterdam (Grachtengordel-Zuid),"€1,950 per month",73 m²,73 m²
House Nassaustraat,5691 TL Son en Breugel (Son),"€1,350 per month",90 m²,90 m²
Apartment Schaapsveldje,5223 ZT Den Bosch (Deuteren),"€1,850 per month",100 m²,100 m²
Apartment Roer,9733 AK Groningen (Lewenborg-Noord),€850 per month,30 m²,30 m²
Apartment Verlengde Schrans,8932 NL Leeuwarden (Huizum-Badweg),€825 per month,80 m²,80 m²
Apartment Haven,2312 MJ Leiden (Havenwijk-Noord),€940 per month,30 m²,30 m²
Apartment Circusplein,2586 CZ Den Haag (Scheveningen Badplaats),"€1,850 per month",100 m²,100 m²
Apartment Joris Ivensplein 78,1087 BP Amsterdam (IJburg West),"€1,645 per month",116 m²,116 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
Apartment Vespuccistraat 67 3,1056 SJ Amsterdam (Van Galenbuurt),"€1,450 per month",57 m²,57 m²
Apartment Van Heenvlietlaan 106,1083 CL Amsterdam (Buitenveldert-Oost),"€2,150 per month",126 m²,126 m²
Apartment Staalstraat 11 C,1011 JK Amsterdam (Nieuwmarkt/Lastage),"€1,395 per month",34 m²,34 m²
Apartment Faas Wilkesstraat 165 B,1095 MD Amsterdam (Zeeburgereiland/Nieuwe Diep),"€1,630 per month",104 m²,104 m²
Apartment Bezuidenhoutseweg,2594 AC Den Haag (Bezuidenhout-West),"€5,250 per month",295 m²,295 m²
Apartment Nassauplein,2011 PG Haarlem (Binnenstad),"€1,450 per month",61 m²,61 m²
House Sleutelstraat,2011 AB Haarlem (Burgwal),"€1,500 per month",60 m²,60 m²
Apartment Westzeedijk,3024 EK Rotterdam (Delfshaven),"€1,425 per month",83 m²,83 m²
Apartment Duindistel 46,2202 DG Noordwijk (Villawijk-Zuid),"€1,350 per month",59 m²,59 m²
House Beethovenweg 35,2202 AG Noordwijk (Villawijk-Zuid),"€2,500 per month",200 m²,200 m²
Apartment Hogewal,2514 HA Den Haag (Kortenbos),"€1,595 per month",76 m²,76 m²
